store_name,company,revenue_monthly,amazon_start,phone,directors,email,province,category,subcategory,seller_url,mercantile_registry,business_address,follow_up,action_label,status,import_email
Calzados Santo Domingo,"Calzados Santo Domingo, SC",5456.57,,691064897 - +34 722 837 823,,cuquecreando@gmail.com; info@santodomingocalzados.com,ALBACETE,Moda,Zapatillas de estar por casa de mujer,https://www.amazon.es/sp?seller=AOVJ30GHPK0TA,J05300454,"Calle Tobarra 27, BJO, Albacete, Albacete, 02002, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Envio correo a la dirección registrada. Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Ampika World Group SLU,Ampika World Group S.L.,5434.93,,+34624057184,MAYOROV DMITRY (Socio único),ampika@ampika.es,ALICANTE,Bricolaje y herramientas,Bombas de combustible para coche,https://www.amazon.es/sp?seller=A1T3N7630SEUVK,B56736275,"Camí del Regatxo 11C, Marines, Alicante, 03700, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes. Envio correo a la dirección registrada. Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Naturitas,AMCORE BALANCE SL,5409.52,,+34627675092,,amcorebalance@naturitas.com,"CATALUNYA, ESPAÑA",Salud y cuidado personal,"Ayudas para el adelgazamiento y la pérdida de peso en medicamentos, remedios y suplementos dietético",https://www.amazon.es/sp?seller=A3F5R2S4YBTH1L,ESB66291097,"Avinguda de la Generalitat, 163-167, Sant cugat del vallès (Barcelona), España, 08174, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes. Envio correo a la doirección registrada. Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Box Packing,"Field Control, S.L.",5402.03,,+34 605 78 93 86,ALLENDE FELGUEROSO ALEJANDRO (Administrador único); CASAL IGLESIAS MARIA SOLEDAD (Administrador único); RODRIGUEZ PARRONDO JULIAN MANUEL (Administrador único); DE OLIVEIRA FERREIRA DEIZY (Administrador único),a.allende@boxpacking.es,ASTURIAS,Oficina y papelería,Plástico de burbujas para embalar,https://www.amazon.es/sp?seller=A1XDW6VTBPEZE7,ESB33872128,"Camino Caleya del Agua 61, SANTURIO, Gijón, Asturias, 33394, ES",Llamada realizada 20 julio 2026 al número registrado reponde el encargado de la cuenta e indica que ya tiene cubierto el manejo de su cuenta. No tiene interez,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Miserandco,"CALDUVER, S.L.U",5395.95,,+34 699 09 73 46,CALDUCH VERDIELL ENRIC (Administrador único); VERDIELL FERRE ROSA MARIA (Administrador único),calduvermarketplace@gmail.com,CASTELLON,Moda,Pantalones cortos para hombre,https://www.amazon.es/sp?seller=AD3UEMVDPO13G,b12837670,"Calle Mayor nº8, Vinarós, CASTELLON, 12500, ES",Llamada realizada 20 julio 2026 al número registrado reponde el encargado de la cuenta e indica que tiene proveedores que realizan la atención a cada producto. No le intereza,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Priego Deportes,DEPORTES PRIEGO S.L.,5360.37,,+34 684 26 54 92,PRIEGO VILLATORO FRANCISCO (Administrador único),miriamimagina@imaginasport.es,ESPAÑA,Moda,Zapatillas casual para hombre,https://www.amazon.es/sp?seller=AU0DU6H9J8PTD,B02938561,"Calle San Pedro nº 11, Nueva Carteya, España, 14857, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes. Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
ROLL'EAT,MARCADIFERENCIA SL,5336.99,,+34602251357,GARCIA MAS JORDI (Administrador solidario); HERNANDEZ CUGAT MERITXELL ENCARNACION (Administrador solidario),meritxell@marcadiferencia.com,ESPAÑA,Hogar y cocina,Bolsas para llevar comida y sándwiches,https://www.amazon.es/sp?seller=A3FX2J6UR0D8NI,B64193055,"CL SARDENYA Num.229 P.2 PTA.1, BARCELONA, BARCELONA, 08013, ES","Llamada realizada 20 julio 2026 al número registrado,sin respuesta. Se envia vía whatsapp mensaje para validar interes. Procedo a enviar y programo seguimiento para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
CHIPNET ID,Chipnet ID SL,5330.0,,+34663893611,GOMEZ DE LA ROCHA DIEZ CARLOS MANUEL. (Administrador único); CAPILLA MORENO CARLOS. (Administrador único); MASANA SERAROLS JOSE (Administrador único); GOMEZ DE LA ROCHA DIEZ CARLOS MANUEL (Administrador único),amazon@chipnet.es,ALMERÍA,Oficina y papelería,Electrónica de oficina,https://www.amazon.es/sp?seller=A2985LM60ERW47,B62256862,"Av Ciudad de Cádiz 51, 1, SUITE 1226, Roquetas de Mar, Almería, 04740, ES","Llamada realizada 20 julio 2026 al número registrado,responde Carlos Manuel e indica que la información se envie la correo registrado. Procedo a enviar y programo para 24 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
CIIN,"CIIN VENTA ONLINE, SL",5305.76,,+34647077367,,contabilidad@qmaconsultores.com,ESPAÑA,Hogar y cocina,Bajeras ajustables,https://www.amazon.es/sp?seller=A1CMTZ98G20URV,B19781582,"Avenida San Francisco Javier Nº 9, Edificio 2, planta 4 Mod 14, Sevilla, España, 41018, ES","Llamada realizada 17 julio 2026 al número registrado,responde la contestadora y suministra número de whatsapp para contacto, se envia tambien mensaje a la direccion de correo registrada. Programo seguimiento para 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
TENDAVINS,Distribucio directa de licors S.L.,5297.44,,962911172 - 629308137,,miguel@tendavins.com,VALENCIA,Alimentación y Bebidas,Vinos tintos,https://www.amazon.es/sp?seller=ANQH87LLBI27O,B96339270,"Tendavins C/ Dos de Mayo 203, Bajos, Ontinyent, Valencia, 46870, ES","Llamada realizada 17 julio 2026 al número registrado,responde la contestadora y suministra número de whatsapp para contacto, se envia tambien mensaje a la direccion de correo registrada. Programo seguimiento para 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Abedul F,Abedul Productos Farmacéuticos S.L.,5277.11,,+34619456944,OLORIZ SANTESTEBAN MARIA RONCESVALLES (Administrador único); NONAY MONLEON CARLOS (Administrador único); ERDOZAIN FERNANDEZ JOAQUIN MARIA (Administrador único),abedulfarma@gmail.com,NAVARRA,Belleza,Artículos de cuidado dental canino,https://www.amazon.es/sp?seller=A3SD7IQNFBO81R,B71011720,"Polígono Mocholí, 5, PLAZA CEIN, OFICINA T6, Noain, Navarra, 31110, ES","Llamada realizada 17 julio 2026 al número registrado,responde la llamada pero se encontraba ocupado en el momento. Indica que le llame en otra oportunidad. Programo seguimiento para 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Bolsos H.Figueroa SL,Bolsos H.Figueroa SL,5270.31,,+34605267150,FIGUEROA ARAGON INMACULADA (Administrador único); FIGUEROA ARAGON JOSE (Administrador único),info@sayama.es,ESPAÑA,Juguetes y juegos,Mochilas infantiles,https://www.amazon.es/sp?seller=ABHH9A5JP4ZPK,B92393586,"Calle Hermanas Bronte 17, Malaga, España, 29004, ES",Llamada realizada 17 julio 2026 al número registrado reponde el encargado de la cuenta e indica que en este momento No estan interezados,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
SHOPNIA,Shopnia S.L.,5253.52,,+34623271107,,shopniasl@gmail.com,MÁLAGA,Deportes y aire libre,Mochilas de marcha,https://www.amazon.es/sp?seller=A3IF8UIBPY6MU1,B75945642,"Calle Beamar 7/Calahonda Park, Núm 34 Esc A, Mijas, Málaga, 29649, ES","Se indaga en la web y se verifica que es agencia de publicidad, dedicada a la misma labor que Liberty. Descartada como lead",AGENCIA QUE SE DEDICA A LO MISMO QUE LIBERTY,no_interesa,alejandro@libertyseller.com
Bridge Services Alliance,BRIDGE SERVICES ALLIANCE S.L,5218.99,,644 374 974,,granda.bridgeservices@gmail.com,ASTURIAS,Belleza,Toallas de baño,https://www.amazon.es/sp?seller=A3NAIYCEWBP3P4,B56885148,"Calle Pablo Laloux 15, 12A, Salinas, Asturias, 33405, ES",Llamada realizada 17 julio 2026 al número registrado reponde el encargado de la cuenta e indica que en este momento No estan interezados,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
NSGDEON,"Naudrevel Sales Group, S.L.",5197.48,,+34636333015,,naudrevel.sales@outlook.com,ALICANTE,Electrónica,Cámaras de caza,https://www.amazon.es/sp?seller=A2OPTH9563SVM9,B22579973,"Paraje Rejuela MR, 8, Monovar, Alicante, 03640, ES","Llamada realizada 17 julio 2026 al número registrado,sin respuesta. Se envia mensaje vía wp para validar interes. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
HC Enterprise,Chen zhuo hang,5168.75,,+34670671222,,hangchen70@gmail.com,MÁLAGA,Juguetes y juegos,Riñoneras de moda,https://www.amazon.es/sp?seller=A3VKXDM8T838RN,79212754H,"calle inca 1 5f, Fuengirola, MÁLAGA, 29640, ES","Llamada realizada 17 julio 2026 al número registrado,sin respuesta. Se envia mensaje vía wp para validar interes. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
AMJ ALMAJOR,TREVINDO S.L,5151.04,,+34665477455,,almajorcreations@gmail.com,MADRID,Hogar y cocina,Organizadores de hogar desplegables,https://www.amazon.es/sp?seller=A3PW2ZZO2QVNYD,B22719314,"Calle Océano Índico, 40, Paracuellos del Jarama, Madrid, 28860, ES","Llamada realizada 17 julio 2026 al número registrado,sin respuesta. Se envia mensaje vía wp para validar interes.Persona desea que se trabaje por resultados, si no hay no paga, descartado como lead",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
RECACHA,RECACHA METALURGICA S.L.,5120.33,,+34687552283,,recachaamz@gmail.com,SEVILLA,Hogar y cocina,Pies para muebles,https://www.amazon.es/sp?seller=A1PCDD9UJ70HXQ,B75764852,"CTRA TORREBLANCA-MAIRENA DEL ALCOR, S/N, SEVILLA, SEVILLA, 41016, ES",Llamada realizada 17 julio 2026 al número registrado reponde el encargado de la cuenta e indica que en este momento tienen agencia que les maneja la cuenta. No estan interezados,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
ALESFRAMA,Alesframa,5093.09,,+34952242333,MAYORGA MARTIN FRANCISCO (Apoderado); MAYORGA MONTILLA FRANCISCO (Administrador solidario); MARTIN CRUZADO FRANCISCA (Administrador solidario),tienda@alesframa.com;                                     info@alesframa.com,MALAGA,Alimentación y Bebidas,Infusiones de hierbas,https://www.amazon.es/sp?seller=AELSCX454OBUX,B29539467,"CALLE ESTEBAN SALAZAR CHAPELA, Nº 16 NAVE 35 ( P.I. GUADALHORCE), MALAGA, MALAGA, 29004, ES","Llamada realizada 17 julio 2026 al número registrado,sin respuesta. Se envia mensaje a la direccion de correo registrada. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
La Silla de Claudia,LA SILLA DE CLAUDIA SL,5076.21,,+34968920900,JOSE ANTONIO ALCARAZ SOTO (Administrador único),info@centrosilla.es,MURCIA,Hogar y cocina,Sillas de escritorio de oficina,https://www.amazon.es/sp?seller=AFBDQUUCH8R01,B-02735488,"Calle Poeta Vicente Aleixandre 2, ALCANTARILLA, Murcia, 30820, ES","Llamada realizada 17 julio 2026 al número registrado,sin respuesta. Se envia mensaje a la direccion de correo registrada. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
PRIME HAUS STUDIO,PRIME HAUS STUDIO S.L.,5059.49,,+34613050024,,contact@primehausstudio.com,MADRID,Salud y cuidado personal,"Ayudas para el adelgazamiento y la pérdida de peso en medicamentos, remedios y suplementos dietético",https://www.amazon.es/sp?seller=A1N41OK7GRMTPQ,B75410050,"CALLE DE LAVAPIES 7, 2º, Madrid, Madrid, 28012, ES","Llamada realizada 17 julio 2026 al número registrado,sin respuesta. Se envia mensaje de wp para validar interes Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Cooperativa Nuestra Señora de la Cabeza,SC ANDALUZA DEL CAMPO NUESTRA SEÑORA DE LA CABEZA,5044.5,,+34 953 30 90 27,,cooperativa.vergilia@gmail.com,JAEN,Alimentación y Bebidas,Aceites de oliva,https://www.amazon.es/sp?seller=A22YFGPGW0EHNY,F-23005473,"Acceso Autovía 44 KM74 PARAJE EL PINAREJO, CAMPILLO DE ARENAS, JAEN, 23130, ES","Llamada realizada 17 julio 2026 al número registrado, responde la llamada y al momento de presentar cuelgan. Envio mensaje al correo registrado para validar interes. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
HJ-Accesorios,HERNAN JAVIER DE LA SIERRA BERGARA,5022.89,,+34680983254,,hernandelasierra@gmail.com,BURGOS,Juguetes y juegos,Archivador para cartas coleccionables,https://www.amazon.es/sp?seller=A1QV0EHX6ZS3LV,71352341Q,"Victoria Kent 14, Miranda de Ebro, Burgos, 09200, ES","Llamada realizada 17 julio 2026 al número registrado reponde el encargado de la cuenta e indica que esta manejando un producto y con proyeccion de lanzar dos mas, por el momento no tiene interes en colaboración. Lo sigue manejando personalmente",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
ZonaGarden,Oversat S.L,5001.76,,+34931598888,PRAT IBAÑEZ FRANCISCO (Administrador); ASENSIO BLASCO MARIA TRINIDAD (Apoderado); PRAT ASENSIO FRANCISCO DE PAULA (Apoderado); PRAT ASENSIO ALBERTO (Apoderado),admin@agro-garden.com,BARCELONA ESPAÑA,Jardín,Aradoras,https://www.amazon.es/sp?seller=A3AXPTCN42JU2E,B60363074,"Calle Violetes 55, Valldoreix, Barcelona España, 08197, ES","Llamada realizada 17 julio 2026 al número registrado sin respuesta. Se envia mensaje a la dirección de correo registrada para validar interes. Seguimiento realizado 17 julio 2026 al número registrado, contesta la operadora y me comunica con el encargado de la cuenta, indica que ya tienen cubierto el manejo de manera interna",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
FOOTGEL,INYERASP SL,4985.9,,+34618050398,RUBIO CASTELLO ANA ISABEL (Administrador único); RUBIO CASTELLO JUAN CARLOS (Administrador único); RUBIO CASTELLO FERNANDO (Apoderado solidario),david@gescomsport.com,ALICANTE,Moda,Plantillas deportivas para zapatos,https://www.amazon.es/sp?seller=AF2JM9Q9FPQU9,B03712171,"CARRETERA ALICANTE KM 1,8, ASPE, ALICANTE, 03680, ES",Llamada realizada 16 julio 2026 al número registrado sin respuesta. Se envia mensaje vía wp para validar interes. Llamada de seguimiento realizada 17 julio 2026 al número registrado responden la llamada e indican que ya tienen agencia externa que les maneja la cuenta,NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
Autowin24,TECNICA AUXILIAR DE AUTOMOCION S.L.,4980.02,,+34636154219,MEDINA RUIZ EDUARDO (Socio único); RUIZ MARTINEZ CONSUELO (Apoderado); GARCIA HERNANDO JESUS (Apoderado); MEDINA GONZALEZ FRANCISCO JAVIER (Apoderado),d.martinez@rymeautomotive.com,BURGOS,Coche y moto,Luces de los bajos para coche,https://www.amazon.es/sp?seller=A3O93TNQZQNMW6,B09268830,"Calle Valle de Zamanzas, 4, BURGOS, Burgos, 09001, ES","Llamada realizada 16 julio 2026 al número registrado sin respuesta. Se envia mensaje vía wp para validar interes. Llamada realizada 17 julio 2026 seguimiento al mensaje de wp enviado, responden la llamada e indican que tienen cubierto el manejo de la cuenta. No les intereza",NO LE INTEREZA,no_interesa,alejandro@libertyseller.com
MDEP Marketplace,"MDEP MULTISERVICIOS, SL",4949.17,,+34662158701,Pablo Roger,mdepmultiserviciosamazon@gmail.com,HUESCA,Hogar y cocina,Almacenaje de cocina bajo fregadero,https://www.amazon.es/sp?seller=A2E5QOFSRH7ZDB,B19944198,"Barrio Tejeria, 7, Edificio, Binaced, Huesca, 22510, ES","Llamada realizada 17 julio 2026 al número registrado, responde la llamada Pablo Roger e indica que tiene la necesidad de contratar una agencia que le maneje la cuenta por dos o tres meses mientras se encarga de apoyar a su esposa en la llegada de su bebe. Programamos sesion cualificada para martes 21 julio 2026 5:30pm - En esta fecha no se pudo presentar, entramos en contacto y se reprogramo para el jueves 23 julio a las 5:30pm",SESION CUALIFICADA,cita_cualificada,alejandro@libertyseller.com
JQ La Terre,JONNEX SL,4945.42,,+34672395388,CARMEN PILAR RUEDA ORTUÑO. (Administrador único); JOAQUIN NAVARRO NOVELLA. (Administrador único),joaquin.navarro@jonnex.es,ESPAÑA,Jardín,Fungicidas para control de plagas y protección de plantas,https://www.amazon.es/sp?seller=AWKHHJBHH25T9,B56481278,"CALLE ACISCLO DIAZ, 2 -13, Murcia, España, 30005, ES","Llamada realizada 17 julio 2026 al número registrado, responde la llamada Joaquin encargado de la cuenta de Amazon, indica que por el momento no esta interezado pero que comparta información por correo, procedo a enviar. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Danhol,MAKE IT VISUAL S.L.,4929.95,,+34694270108,RUBIO MORENO MARTA (Administrador solidario); SANCHEZ MENAGE MARC (Administrador solidario),marc.sanchez@danhol.com,BARCELONA,Bricolaje y herramientas,Toalleros de gancho para baño,https://www.amazon.es/sp?seller=AIGMJ0U7ZG8UZ,B67830463,"Calle Creu Guixera 41B, Manresa, Barcelona, 08243, ES","Llamada realizada 17 julio 2026 al número registrado, sin respuesta. envie mensaje vía whatsApp para validar interes y programar sección google meet. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
tiendaPadel5,Prozerimar S.L.,4909.15,,+34677622556,RAMIREZ RODRIGUEZ JOSE (Administrador mancomunado); RAMIREZ RODRIGUEZ JOAQUIN (Administrador mancomunado); RAMIREZ RODRIGUEZ CARMEN (Administrador mancomunado); RAMIREZ RODRIGUEZ JUAN PEDRO (Administrador mancomunado); RAMIREZ RODRIGUEZ BALTASAR. (Administrador mancomunado); RAMIREZ RODRIGUEZ JOAQUIN. (Administrador único),padel5@tiendapadel5.com,JAÉN/ANDALUCÍA,Deportes y aire libre,Palas de pádel,https://www.amazon.es/sp?seller=A2FZNV9D0I0KN5,B23553217,"Calle General Reding 21, Mengíbar, Jaén/Andalucía, 23620, ES","Llamada realizada 17 julio 2026 al número registrado, la comunicación teléfonica no fue la mejor, debido a ello envie mensaje vía whatsApp para validar interes y programar sección google meet. Programo seguimiento para el 20 julio 2026",VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
Crivencar - Productos de Asturias,Quesos del Principado de Asturias SL,4895.15,,+34985794215,RIESGO MARA MIGUEL ANGEL (Apoderado); SUAREZ JUNCO CESAR (Administrador solidario); GONZALEZ FER-NANDEZ MARINO (Administrador solidario),internet@crivencar.com; depmkt@crivencar.com,ASTURIAS,Alimentación y Bebidas,Sidras,https://www.amazon.es/sp?seller=A1CMAN3JHM50KP,B33120361,"Calle Santa Susana 2, Oviedo, Asturias, 33007, ES",Llamada realizada 16 julio 2026 al número registrado responden la llamada e indica que el responsable no se encuentra. Me indican que envie la información a la dirección de correo de marketing. Programo seguimiento para 20 julio 2026,VOLVER A LLAMAR,no_contesta,alejandro@libertyseller.com
